	University	Pedestrian	Neighbourhood	City	County	State	Country	Country_code	Road	Postcode	Footway	Suburb	Address29	Cycleway	Clothes	House_number	Hamlet	School	Town	Locality	Parking	Hospital	Village	Museum	College	Park	Convenience	Library	Attraction	Residential	Bicycle_parking	Building	City_district	Industrial	Commercial	Station	University	Subject	Stipend	LW Ratio	Academic Year	Program Year
2521				Lexington	Fayette County	Kentucky	USA	us	Columbia Avenue	40508																				Sorority Circle	University of Kentucky						University of Kentucky 	Integrated  Plant and Soil Science	17800	0.87	2016-2017	1st
2522	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Computer Science	34000	1.31	2017-2018	1st
2523	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	Art history	34000	1.19	2016-2017	1st
2524	North Carolina State University			Raleigh	Wake County	North Carolina	USA	us	I 440;US 1	27606		Westover																									North Carolina State University 	English	8000	0.35	2017-2018	1st
2525			Soho	PGH	Allegheny County	Pennsylvania	USA	us	McAnulty Drive	15219		Bluff						Duquesne University																			Duquesne University 	English Literature	17000	0.82	2017-2018	1st
2526	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	Molecular Cell Biology, Genetics and Developmental	38650	1.56	2016-2017	1st
2527			The Hill	Boulder	Boulder County	Colorado	USA	us	Broadway	80802						1030								HEND													University of Colorado - Boulder 	Mechanical engineering	30000	1.18	2017-2018	1st
2528			The Hill	Boulder	Boulder County	Colorado	USA	us	Broadway	80802						1030								HEND													University of Colorado - Boulder 	Mechanical engineering	2500	0.1	2017-2018	1st
2529			University City	Philadelphia	Philadelphia County	Pennsylvania	USA	us	South Street	19104						3260								Penn Museum													University of Pennsylvania	molecular biology	32000	1.33	2017-2018	1st
2530					Grafton County	New Hampshire	USA	us	Tuck Mall	03755								Dartmouth College	Hanover																		Dartmouth College	Earth Science 	28700	1.16	2016-2017	1st
2531	University of Notre Dame du Lac				Saint Joseph County	Indiana	USA	us	Holy Cross Drive	46556		Notre Dame					Maple Lane																				University of Notre Dame 	AME / Bioengineering	28560	1.4	2017-2018	1st
2532	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	Immunobiology	35150	1.42	2017-2018	1st
2533			Medical District	Austin	Travis County	Texas	USA	us	San Jacinto Boulevard	78712						2152									University of Texas at Austin												University of Texas - Austin 	Cell and Molecular Biology	27000	1.18	2015-2016	2nd
2534	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	MEDICINE	18000	0.81	2016-2017	1st
2535	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Business	18000	0.77	2016-2017	5th
2536			Medical District	Austin	Travis County	Texas	USA	us	San Jacinto Boulevard	78712						2152									University of Texas at Austin												University of Texas - Austin 	Sociology	20074	0.88	2017-2018	1st
2537	University of Florida		Diamond Village Apartments	City of Gainesville Municipal Boundaries	Alachua County	Florida	USA	us	Mowry Road	32611																											University of Florida 	biostatistics	20000	0.88	2016-2017	2nd
2538	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Molecular and Cell Biology	34500	1.24	2016-2017	2nd
2539	University of California - Los Angeles (Westwood)	Bruin Walk	Westwood Village	LA	Los Angeles County	California	USA	us		90095		Westwood																									University of California - Los Angeles 	Psychology	27000	1.04	2017-2018	1st
2540	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Political Science	25296	1.26	2017-2018	1st
2541	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Sociology	23738	1.03	2017-2018	3rd
2542	Northern Illinois University			DeKalb	DeKalb County	Illinois	USA	us	North Douglas Drive	60115																											Northern Illinois University 	Biology	10600	0.48	2016-2017	1st
2543	UMN			St. Paul	Ramsey County	Minnesota	USA	us	North Brompton Street	55108																											University of Minnesota - Twin Cities 	Neuroscience	26000	1.13	2016-2017	5th
2544	Drexel University		Powelton Village	Philadelphia	Philadelphia County	Pennsylvania	USA	us	Arch Street	19104																											Drexel University 	Physics	23500	0.97	2017-2018	1st
2545	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	Committee on the Study of Religion	33624	1.17	2017-2018	1st
2546	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	East Asian Languages and Literatures	29000	1.17	2016-2017	3rd
2547	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Pharmacology	28000	1.42	2011-2012	5th
2548			Washington Hill	Baltimore		Maryland	USA	us	Orleans Street	21287						1800						Johns Hopkins Hospital															Johns Hopkins University 	Policy	24000	0.93	2016-2017	1st
2549	UMass Amherst				Hampshire	Massachusetts	USA	us	Hicks Way	01003									Amherst																		University of Massachusetts - Amherst 	Communication	17608	0.77	2016-2017	4th
2550	Illinois Institute of Technology		Bronzeville	Chicago	Cook County	Illinois	USA	us	South State Street	60616																											Illinois Institute of Technology 	CS	10000	0.41	2017-2018	1st
2551	George Washington University			Washington		D.C.	USA	us	New Hampshire Avenue Northwest	20036																											George Washington University 	Institute for Biomedical Sciences	32000	1.04	2017-2018	1st
2552	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	MB&B	30000	1.21	2016-2017	3rd
2553	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Biology of Aging	30900	1.19	2016-2017	1st
2554	University of California - Los Angeles (Westwood)	Bruin Walk	Westwood Village	LA	Los Angeles County	California	USA	us		90095		Westwood																									University of California - Los Angeles 	computer science	275000	10.63	2016-2017	1st
2555	BU		Audubon Square	Boston	Suffolk County	Massachusetts	USA	us	Commonwealth Avenue	02215		Fenway																									Boston University 	American and New England Studies	22000	0.77	2017-2018	1st
2556	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	Chemical engineering	40300	1.44	2016-2017	1st
2557	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	School of Engineering and Applied Sciences (SEAS)	35200	1.23	2016-2017	2nd
2558				Logan	Cache County	Utah	USA	us	Champ Drive	84322								Utah State University																			Utah State University 	EAPS	10000	0.48	2016-2017	4th
2559				Upper Dublin Township	Montgomery County	Pennsylvania	United States of America	us	Meetinghouse Road	19002								Temple University																			Temple University 	Chemistry	18123	0.75	2016-2017	5th
2560	Boston College				Middlesex County	Massachusetts	USA	us	Commonwealth Avenue	02467		Chestnut Hill				140			Newton																		Boston College 	Psychology	28300	1.01	2016-2017	5th
2561			East End	Rochester	Monroe County	New York	USA	us	University Avenue	14607						500								Memorial Art Gallery													University of Rochester 	Chemistry	26490	1.24	2016-2017	4th
2562					La Tour-du-Pin	Auvergne-Rhône-Alpes	France	fr		38110							Cuny																				CUNY - City College	Biology	24800	0.83	2016-2017	3rd
2563	TU			New Orleans	Orleans Parish	Louisiana	USA	us	Drill Road	70118																											Tulane University 	Neuroscience 	30500	1.32	2015-2016	5th
2564	Syracuse University		Skytop	Syracuse	Onondaga County	New York	USA	us	Farm Acre Road	13210																											Syracuse University	Psychology	17000	0.8	2017-2018	2nd
2565	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	Materials Science and Engineering	35420	1.27	2016-2017	5th
2566	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Pharmacology 	29000	1.3	2016-2017	2nd
2567	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Biomedical Engineering	24400	1.07	2017-2018	1st
2568	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	ECE	20600	0.88	2016-2017	2nd
2569			East End	Rochester	Monroe County	New York	USA	us	University Avenue	14607						500								Memorial Art Gallery													University of Rochester 	mechanical engineering 	25000	1.17	2016-2017	1st
2570	University of Denver			Denver	Denver County	Colorado	USA	us		80208	Driscoll Bridge																										University of Denver 	Physics	19745	0.88	2016-2017	1st
2571	University of South Carolina			Columbia	Richland County	South Carolina	USA	us	Blossom Street	29202																											University of South Carolina 	Health Aminstration	5000	0.22	2017-2018	1st
2572	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	Biostatistics	33000	1.15	2016-2017	4th
2573	Wesleyan University			Middletown	Middlesex County	Connecticut	USA	us	Wyllys Avenue	06459																											Wesleyan University	Biology	31794	1.26	2017-2018	1st
2574	Rice University			Houston	Harris County	Texas	USA	us	Stockton Drive	77005-1890																											Rice University	Civil Engineering	24000	1.1	2017-2018	1st
2575	Michigan Technological University			Houghton	Houghton County	Michigan	USA	us	Townsend Drive	49931						1400																					Michigan Technological University 	Chemistry	13000	0.64	2017-2018	1st
2576	University of Utah		East Central	Salt Lake City	Salt Lake County	Utah	United States of America	us	Presidents Circle	84112		Central City				201																					University of Utah	Atmospheric Sciences	25500	1.15	2016-2017	1st
2577	Cornell University				Ithaca Town	New York	USA	us	Forest Home Drive	14853										Forest Home																	Cornell University 	Physics 	28113	1.16	2017-2018	1st
2578	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Biology	32000	1.24	2016-2017	5th
2579	UMass Amherst				Hampshire	Massachusetts	USA	us	Hicks Way	01003									Amherst																		University of Massachusetts - Amherst 	CS	32354	1.41	2017-2018	1st
2580	Columbia University	College Walk		NYC	New York County	New York	USA	us		10027		Manhattan																									Columbia University 	Electrical Engineering	33400	1.12	2016-2017	1st
